CustomerID,Churn_Probability
CUST-4076,0.13
CUST-10197,0.11
CUST-3555,0.46
CUST-7936,0.71
CUST-8421,0.05
CUST-1094,0.66
CUST-3773,0.24
CUST-4132,0.43
CUST-2335,0.04
CUST-6492,0.81
CUST-1482,0.1
CUST-10823,0.04
CUST-6088,0.18
CUST-6466,0.64
CUST-5676,0.32
CUST-2770,0.59
CUST-1805,0.44
CUST-7374,0.43
CUST-2114,0.62
CUST-4534,0.81
CUST-2531,0.06
CUST-8525,0.33
CUST-3470,0.55
CUST-1402,0.76
CUST-10774,0.28
CUST-3082,0.15
CUST-8024,0.63
CUST-7565,0.08
CUST-5529,0.74
CUST-7854,0.46
CUST-4932,0.07
CUST-5159,0.21
CUST-9715,0.15
CUST-3846,0.64
CUST-6483,0.21
CUST-10679,0.38
CUST-3034,0.96
CUST-10315,0.18
CUST-3351,0.49
CUST-2864,0.08
CUST-2167,0.33
CUST-6954,0.36
CUST-6209,0.51
CUST-2777,0.02
CUST-1441,0.06
CUST-5657,0.54
CUST-9657,0.22
CUST-3027,0.24
CUST-6117,0.31
CUST-2483,0.61
CUST-2882,0.69
CUST-5561,0.17
CUST-10693,0.65
CUST-6481,0.56
CUST-1616,0.37
CUST-1222,0.4
CUST-8664,0.02
CUST-6221,0.49
CUST-1576,0.58
CUST-9391,0.59
CUST-6350,0.19
CUST-3782,0.22
CUST-4374,0.56
CUST-10643,0.67
CUST-10462,0.06
CUST-2954,0.39
CUST-7537,0.27
CUST-6338,0.1
CUST-8922,0.28
CUST-7063,0.82
CUST-7162,0.53
CUST-7371,0.68
CUST-6828,0.38
CUST-3615,0.24
CUST-4656,0.12
CUST-6975,0.27
CUST-4350,0.74
CUST-10646,0.2
CUST-6478,0.85
CUST-9129,0.03
CUST-8204,0.56
CUST-9203,0.11
CUST-10647,0.38
CUST-9112,0.82
CUST-1245,0.13
CUST-9785,0.14
CUST-6848,0.75
CUST-5133,0.32
CUST-1065,0.4
CUST-3463,0.22
CUST-4394,0.01
CUST-4568,0.36
CUST-8803,0.17
CUST-8489,0.21
CUST-7701,0.07
CUST-10192,0.48
CUST-9767,0.04
CUST-6838,0.08
CUST-10918,0.26
CUST-10293,0.28
CUST-5396,0.02
CUST-5990,0.33
CUST-3172,0.69
CUST-10303,0.75
CUST-8305,0.56
CUST-2210,0.06
CUST-4271,0.24
CUST-6740,0.72
CUST-10211,0.05
CUST-5950,0.21
CUST-5737,0.69
CUST-7921,0.77
CUST-2348,0.28
CUST-2036,0.24
CUST-7484,0.26
CUST-6006,0.03
CUST-4553,0.07
CUST-8072,0.4
CUST-1458,0.11
CUST-3288,0.23
CUST-3064,0.47
CUST-9436,0.55
CUST-10703,0.02
CUST-6832,0.01
CUST-10791,0.05
CUST-8749,0.46
CUST-1263,0.17
CUST-4833,0.15
CUST-3894,0.18
CUST-6323,0.41
CUST-9212,0.04
CUST-7019,0.16
CUST-1220,0.36
CUST-1446,0.38
CUST-3184,0.53
CUST-10370,0.54
CUST-4344,0.06
CUST-3021,0.11
CUST-2303,0.2
CUST-6271,0.14
CUST-8280,0.71
CUST-6641,0.26
CUST-6955,0.15
CUST-2109,0.06
CUST-5351,0.29
CUST-9683,0.06
CUST-8343,0.27
CUST-4549,0.33
CUST-1880,0.3
CUST-5945,0.08
CUST-1737,0.51
CUST-7793,0.27
CUST-5212,0.14
CUST-3208,0.96
CUST-7082,0.47
CUST-2055,0.49
CUST-1688,0.44
CUST-4779,0.78
CUST-7475,0.43
CUST-7876,0.6
CUST-6749,0.29
CUST-8555,0.04
CUST-8122,0.4
CUST-6990,0.36
CUST-8266,0.59
CUST-8539,0.11
CUST-3392,0.6
CUST-6325,0.13
CUST-3528,0.08
CUST-4604,0.44
CUST-7023,0.33
CUST-6321,0.36
CUST-10677,0.05
CUST-10645,0.36
CUST-10344,0.94
CUST-8782,0.13
CUST-3011,0.27
CUST-8858,0.45
CUST-7152,0.39
CUST-8566,0.36
CUST-3497,0.34
CUST-3889,0.75
CUST-4484,0.25
CUST-4011,0.04
CUST-2619,0.05
CUST-6670,0.17
CUST-6512,0.12
CUST-3467,0.35
CUST-1313,0.07
CUST-8605,0.65
CUST-2069,0.15
CUST-2982,0.03
CUST-5914,0.42
CUST-9170,0.19
CUST-1285,0.14
CUST-8990,0.04
CUST-8429,0.94
CUST-1349,0.75
CUST-2611,0.38
CUST-9494,0.57
CUST-3668,0.16
CUST-2221,0.16
CUST-10388,0.08
CUST-10593,0.04
CUST-9913,0.02
CUST-3535,0.07
CUST-7736,0.8
CUST-3245,0.29
CUST-4740,0.62
CUST-9068,0.86
CUST-4099,0.59
CUST-4100,0.06
CUST-6959,0.59
CUST-10555,0.38
CUST-4288,0.02
CUST-8570,0.04
CUST-9712,0.79
CUST-1543,0.68
CUST-9535,0.14
CUST-3853,0.12
CUST-10503,0.03
CUST-6365,0.73
CUST-10464,0.24
CUST-3206,0.54
CUST-8084,0.17
CUST-10879,0.46
CUST-6043,0.11
CUST-6879,0.05
CUST-6775,0.11
CUST-3295,0.38
CUST-8701,0.82
CUST-3429,0.47
CUST-8870,0.45
CUST-6962,0.22
CUST-2088,0.1
CUST-8499,0.36
CUST-6162,0.19
CUST-3210,0.37
CUST-9200,0.12
CUST-6605,0.05
CUST-1109,0.68
CUST-5728,0.6
CUST-7829,0.03
CUST-10943,0.64
CUST-1194,0.12
CUST-4474,0.79
CUST-9874,0.24
CUST-2122,0.54
CUST-4982,0.63
CUST-8973,0.88
CUST-5700,0.3
CUST-10849,0.22
CUST-6101,0.08
CUST-4689,0.48
CUST-10358,0.1
CUST-4685,0.38
CUST-8776,0.92
CUST-9165,0.17
CUST-5980,0.08
CUST-9942,0.06
CUST-2191,0.47
CUST-1297,0.16
CUST-5044,0.7
CUST-1162,0.63
CUST-4254,0.91
CUST-6372,0.15
CUST-1527,0.12
CUST-4342,0.22
CUST-2030,0.9
CUST-3060,0.24
CUST-10052,0.58
CUST-2405,0.06
CUST-5006,0.43
CUST-6157,0.21
CUST-7375,0.2
CUST-4506,0.6
CUST-5214,0.1
CUST-6029,0.27
CUST-1780,0.14
CUST-5447,0.34
CUST-4606,0.7
CUST-6914,0.07
CUST-10614,0.04
CUST-3582,0.13
CUST-3653,0.38
CUST-7920,0.86
CUST-9499,0.33
CUST-2732,0.1
CUST-4787,0.15
CUST-2754,0.03
CUST-2337,0.25
CUST-3643,0.55
CUST-7737,0.45
CUST-5516,0.26
CUST-5246,0.46
CUST-10787,0.36
CUST-4447,0.05
CUST-5071,0.43
CUST-4881,0.12
CUST-9510,0.32
CUST-3002,0.08
CUST-2225,0.76
CUST-9056,0.51
CUST-4826,0.17
CUST-7621,0.32
CUST-9689,0.16
CUST-5500,0.04
CUST-9700,0.43
CUST-8478,0.09
CUST-5502,0.52
CUST-1210,0.96
CUST-9083,0.57
CUST-2288,0.31
CUST-2183,0.02
CUST-2862,0.71
CUST-6861,0.62
CUST-2362,0.5
CUST-8463,0.27
CUST-6332,0.08
CUST-4064,0.67
CUST-9546,0.65
CUST-10560,0.46
CUST-3281,0.14
CUST-5226,0.82
CUST-3397,0.8
CUST-3065,0.32
CUST-10696,0.54
CUST-7078,0.32
CUST-5279,0.11
CUST-4149,0.78
CUST-1144,0.39
CUST-4248,0.34
CUST-4110,0.74
CUST-1042,0.0
CUST-2932,0.08
CUST-4623,0.38
CUST-3813,0.2
CUST-6308,0.14
CUST-4341,0.58
CUST-5300,0.39
CUST-6804,0.24
CUST-3282,0.36
CUST-2574,0.33
CUST-7961,0.58
CUST-7879,0.05
CUST-10752,0.2
CUST-6486,0.4
CUST-7599,0.46
CUST-2540,0.03
CUST-5746,0.07
CUST-8526,0.36
CUST-9566,0.1
CUST-3742,0.14
CUST-7498,0.57
CUST-3524,0.83
CUST-10018,0.22
CUST-1915,0.55
CUST-6571,0.21
CUST-9018,0.11
CUST-2012,0.38
CUST-5405,0.57
CUST-1295,0.4
CUST-3745,0.5
CUST-10537,0.67
CUST-1406,0.67
CUST-10200,0.63
CUST-5617,0.31
CUST-6248,0.33
CUST-4418,0.61
CUST-1078,0.02
CUST-1783,0.59
CUST-7259,0.03
CUST-6856,0.46
CUST-1954,0.43
CUST-1746,0.2
CUST-3132,0.51
CUST-8036,0.63
CUST-8850,0.18
CUST-10903,0.14
CUST-6108,0.78
CUST-10663,0.39
CUST-6974,0.09
CUST-6273,0.74
CUST-6751,0.48
CUST-3509,0.45
CUST-3533,0.11
CUST-2513,0.5
CUST-5436,0.7
CUST-3625,0.01
CUST-10422,0.45
CUST-6755,0.31
CUST-6759,0.49
CUST-7991,0.72
CUST-10142,0.08
CUST-3960,0.1
CUST-8832,0.01
CUST-5470,0.05
CUST-10168,0.59
CUST-10910,0.54
CUST-9508,0.26
CUST-5623,0.66
CUST-10363,0.08
CUST-6240,0.19
CUST-8940,0.31
CUST-9932,0.49
CUST-7342,0.18
CUST-9832,0.07
CUST-8466,0.53
CUST-8756,0.34
CUST-7958,0.27
CUST-1250,0.03
CUST-3143,0.75
CUST-7430,0.12
CUST-10053,0.68
CUST-7855,0.39
CUST-1113,0.42
CUST-3057,0.72
CUST-9569,0.4
CUST-1328,0.18
CUST-4995,0.45
CUST-6682,0.88
CUST-2072,0.11
CUST-4793,0.37
CUST-6829,0.27
CUST-9629,0.73
CUST-8218,0.09
CUST-7567,0.49
CUST-5922,0.22
CUST-1550,0.73
CUST-10917,0.66
CUST-3755,0.39
CUST-8681,0.46
CUST-9342,0.43
CUST-8009,0.23
CUST-3860,0.39
CUST-3148,0.62
CUST-2519,0.48
CUST-3127,0.41
CUST-9084,0.19
CUST-5316,0.49
CUST-1195,0.06
CUST-9050,0.05
CUST-10799,0.05
CUST-6989,0.07
CUST-2487,0.15
CUST-2840,0.1
CUST-4329,0.29
CUST-2930,0.16
CUST-6424,0.53
CUST-2485,0.81
CUST-5747,0.03
CUST-10802,0.36
CUST-4914,0.05
CUST-6210,0.49
CUST-9578,0.27
CUST-10191,0.4
CUST-2275,0.18
CUST-2328,0.25
CUST-4950,0.25
CUST-3319,0.12
CUST-9834,0.66
CUST-4607,0.41
CUST-1438,0.64
CUST-10424,0.43
CUST-5466,0.05
CUST-3329,0.6
CUST-5828,0.67
CUST-8607,0.02
CUST-10632,0.74
CUST-7267,0.31
CUST-9144,0.04
CUST-8180,0.18
CUST-9938,0.54
CUST-1314,0.22
CUST-2301,0.35
CUST-2039,0.1
CUST-7108,0.48
CUST-3666,0.52
CUST-10830,0.24
CUST-10010,0.05
CUST-8583,0.37
CUST-6427,0.85
CUST-1536,0.15
CUST-10669,0.66
CUST-8201,0.35
CUST-8652,0.06
CUST-10411,0.23
CUST-4345,0.04
CUST-10842,0.62
CUST-6291,0.31
CUST-8281,0.37
CUST-8722,0.13
CUST-6473,0.83
CUST-10033,0.57
CUST-5770,0.16
CUST-2554,0.56
CUST-7632,0.81
CUST-9998,0.44
CUST-6620,0.42
CUST-10854,0.12
CUST-7398,0.03
CUST-6128,0.73
CUST-9829,0.18
CUST-2680,0.13
CUST-4354,0.65
CUST-3058,0.32
CUST-7880,0.73
CUST-10670,0.41
CUST-10489,0.11
CUST-3325,0.48
CUST-4239,0.52
CUST-1400,0.35
CUST-4046,0.13
CUST-5137,0.32
CUST-4229,0.22
CUST-4191,0.12
CUST-9142,0.16
CUST-5538,0.08
CUST-2692,0.03
CUST-5340,0.37
CUST-9917,0.05
CUST-7670,0.63
CUST-9173,0.74
CUST-1807,0.47
CUST-5111,0.62
CUST-3989,0.11
CUST-3455,0.46
CUST-2907,0.21
CUST-6651,0.16
CUST-8287,0.52
CUST-6244,0.54
CUST-2697,0.65
CUST-4016,0.58
CUST-4339,0.06
CUST-4645,0.57
CUST-7739,0.09
CUST-7091,0.48
CUST-4692,0.16
CUST-1739,0.35
CUST-5406,0.1
CUST-4588,0.07
CUST-3125,0.3
CUST-2157,0.85
CUST-5333,0.59
CUST-8636,0.26
CUST-1825,0.73
CUST-4230,0.59
CUST-3487,0.32
CUST-9053,0.59
CUST-9768,0.21
CUST-3647,0.28
CUST-5902,0.26
CUST-6385,0.46
CUST-5638,0.24
CUST-6423,0.48
CUST-7826,0.44
CUST-7743,0.03
CUST-3012,0.22
CUST-7671,0.26
CUST-9548,0.1
CUST-9977,0.36
CUST-3080,0.3
CUST-3520,0.4
CUST-4978,0.34
CUST-7619,0.23
CUST-4347,0.66
CUST-8440,0.25
CUST-1346,0.4
CUST-7087,0.49
CUST-8947,0.72
CUST-5651,0.06
CUST-8081,0.05
CUST-1791,0.81
CUST-7428,0.3
CUST-9579,0.08
CUST-9959,0.58
CUST-2270,0.32
CUST-9766,0.5
CUST-2955,0.48
CUST-3443,0.53
CUST-7735,0.12
CUST-10757,0.22
CUST-6498,0.46
CUST-2991,0.39
CUST-7792,0.13
CUST-2150,0.53
CUST-4022,0.75
CUST-7614,0.71
CUST-6123,0.02
CUST-3338,0.18
CUST-4343,0.08
CUST-4463,0.3
CUST-2375,0.16
CUST-9043,0.06
CUST-5570,0.79
CUST-8598,0.49
CUST-8503,0.46
CUST-8879,0.5
CUST-1886,0.49
CUST-1197,0.34
CUST-6426,0.29
CUST-8910,0.34
CUST-2935,0.5
CUST-6341,0.73
CUST-1429,0.69
CUST-6306,0.03
CUST-3649,0.3
CUST-1937,0.36
CUST-5171,0.09
CUST-7763,0.31
CUST-6392,0.7
CUST-1153,0.75
CUST-6249,0.5
CUST-7036,0.35
CUST-4228,0.55
CUST-4974,0.19
CUST-6400,0.19
CUST-3639,0.06
CUST-3971,0.74
CUST-9593,0.31
CUST-3375,0.44
CUST-2486,0.45
CUST-6953,0.76
CUST-1055,0.56
CUST-7443,0.1
CUST-5927,0.23
CUST-2453,0.17
CUST-3608,0.58
CUST-1483,0.8
CUST-4518,0.05
CUST-3037,0.11
CUST-9351,0.58
CUST-7691,0.17
CUST-4115,0.08
CUST-1426,0.16
CUST-10450,0.0
CUST-3352,0.34
CUST-8793,0.41
CUST-10689,0.55
CUST-10760,0.11
CUST-4326,0.04
CUST-2127,0.11
CUST-10929,0.07
CUST-8761,0.82
CUST-5613,0.59
CUST-5580,0.27
CUST-10960,0.08
CUST-9541,0.34
CUST-6855,0.45
CUST-7348,0.03
CUST-9044,0.18
CUST-2128,0.74
CUST-2766,0.29
CUST-2108,0.02
CUST-3616,0.22
CUST-1544,0.26
CUST-6913,0.52
CUST-1718,0.74
CUST-7434,0.61
CUST-7364,0.34
CUST-6234,0.12
CUST-10658,0.62
CUST-6672,0.05
CUST-8028,0.27
CUST-5491,0.84
CUST-1127,0.46
CUST-2956,0.01
CUST-5155,0.91
CUST-4816,0.04
CUST-6201,0.14
CUST-6223,0.03
CUST-8685,0.56
CUST-7113,0.82
CUST-5274,0.66
CUST-8535,0.09
CUST-3043,0.29
CUST-6911,0.83
CUST-10135,0.61
CUST-7573,0.24
CUST-4205,0.4
CUST-5492,0.6
CUST-2689,0.59
CUST-4220,0.03
CUST-9101,0.67
CUST-10764,0.26
CUST-8136,0.44
CUST-6437,0.69
CUST-9699,0.38
CUST-6199,0.03
CUST-2794,0.07
CUST-7625,0.58
CUST-8474,0.7
CUST-7889,0.73
CUST-6607,0.7
CUST-9194,0.71
CUST-8247,0.05
CUST-1392,0.23
CUST-1921,0.95
CUST-7018,0.39
CUST-3621,0.41
CUST-4848,0.3
CUST-2291,0.51
CUST-2133,0.53
CUST-1050,0.65
CUST-1740,0.48
CUST-5289,0.11
CUST-1817,0.61
CUST-4698,0.66
CUST-5181,0.28
CUST-3018,0.2
CUST-10015,0.88
CUST-1770,0.43
CUST-1888,0.05
CUST-2152,0.15
CUST-1642,0.23
CUST-7846,0.24
CUST-4193,0.35
CUST-9432,0.08
CUST-8898,0.69
CUST-10484,0.37
CUST-1012,0.09
CUST-7722,0.54
CUST-8458,0.76
CUST-10876,0.69
CUST-8719,0.01
CUST-6412,0.11
CUST-8285,0.17
CUST-7853,0.3
CUST-10995,0.59
CUST-6929,0.72
CUST-9254,0.75
CUST-1561,0.09
CUST-1670,0.4
CUST-6087,0.07
CUST-6669,0.2
CUST-5933,0.19
CUST-8829,0.13
CUST-7945,0.08
CUST-3508,0.56
CUST-2002,0.6
CUST-5866,0.59
CUST-10152,0.47
CUST-2588,0.63
CUST-5905,0.66
CUST-9529,0.04
CUST-6384,0.36
CUST-7824,0.21
CUST-9779,0.49
CUST-4629,0.2
CUST-8560,0.08
CUST-9291,0.05
CUST-6874,0.36
CUST-6521,0.33
CUST-8979,0.01
CUST-6647,0.6
CUST-9825,0.69
CUST-10190,0.17
CUST-5278,0.03
CUST-1919,0.69
CUST-10652,0.03
CUST-4868,0.14
CUST-7834,0.85
CUST-1298,0.02
CUST-9193,0.13
CUST-4617,0.56
CUST-3128,0.03
CUST-9795,0.38
CUST-3979,0.43
CUST-9924,0.48
CUST-8317,0.04
CUST-4393,0.42
CUST-1287,0.3
CUST-4355,0.56
CUST-7013,0.51
CUST-3885,0.02
CUST-5749,0.55
CUST-9169,0.03
CUST-2407,0.19
CUST-2013,0.08
CUST-5153,0.86
CUST-8551,0.21
CUST-4376,0.36
CUST-8822,0.52
CUST-4273,0.35
CUST-5825,0.18
CUST-6699,0.38
CUST-7243,0.65
CUST-10408,0.48
CUST-2227,0.32
CUST-5756,0.25
CUST-10736,0.27
CUST-4180,0.09
CUST-9000,0.5
CUST-5438,0.02
CUST-7533,0.25
CUST-6369,0.23
CUST-8416,0.67
CUST-1477,0.35
CUST-1790,0.28
CUST-2008,0.05
CUST-1062,0.21
CUST-2816,0.4
CUST-9431,0.37
CUST-3774,0.49
CUST-6495,0.91
CUST-8878,0.49
CUST-7361,0.62
CUST-8366,0.48
CUST-7474,0.7
CUST-10041,0.77
CUST-10027,0.81
CUST-8250,0.3
CUST-6935,0.34
CUST-1468,0.31
CUST-1665,0.16
CUST-1416,0.27
CUST-6480,0.24
CUST-4852,0.8
CUST-2470,0.13
CUST-4373,0.91
CUST-8524,0.23
CUST-1039,0.03
CUST-5244,0.45
CUST-2119,0.14
CUST-1035,0.7
CUST-1945,0.96
CUST-4224,0.73
CUST-1043,0.55
CUST-2129,0.09
CUST-6556,0.22
CUST-6998,0.58
CUST-10959,0.2
CUST-3274,0.08
CUST-4961,0.29
CUST-5363,0.25
CUST-5816,0.61
CUST-10737,0.11
CUST-4573,0.14
CUST-6137,0.67
CUST-2388,0.5
CUST-9648,0.23
CUST-6225,0.07
CUST-10100,0.79
CUST-8909,0.68
CUST-1745,0.56
CUST-7851,0.65
CUST-1452,0.36
CUST-1029,0.46
CUST-8593,0.25
CUST-3333,0.84
CUST-1922,0.62
CUST-5865,0.1
CUST-9528,0.46
CUST-3685,0.6
CUST-4275,0.14
CUST-4889,0.06
CUST-5225,0.53
CUST-7472,0.2
CUST-3605,0.51
CUST-10956,0.05
CUST-4156,0.32
CUST-9676,0.08
CUST-1009,0.06
CUST-7508,0.67
CUST-1456,0.04
CUST-7688,0.13
CUST-4004,0.4
CUST-6866,0.35
CUST-4509,0.36
CUST-3299,0.55
CUST-3799,0.5
CUST-4281,0.11
CUST-9051,0.61
CUST-6462,0.48
CUST-7912,0.05
CUST-1414,0.85
CUST-10490,0.27
CUST-5815,0.05
CUST-8199,0.4
CUST-3680,0.09
CUST-10685,0.6
CUST-4196,0.05
CUST-2650,0.38
CUST-4522,0.65
CUST-9519,0.06
CUST-3118,0.45
CUST-3728,0.2
CUST-3886,0.79
CUST-7107,0.61
CUST-8068,0.25
CUST-7325,0.42
CUST-8483,0.26
CUST-8767,0.51
CUST-6500,0.09
CUST-8426,0.09
CUST-7963,0.54
CUST-10546,0.08
CUST-9249,0.1
CUST-8919,0.38
CUST-6814,0.07
CUST-5411,0.15
CUST-8747,0.73
CUST-5522,0.19
CUST-10949,0.15
CUST-7334,0.3
CUST-1557,0.56
CUST-3739,0.16
CUST-3522,0.46
CUST-10163,0.89
CUST-2115,0.41
CUST-1699,0.73
CUST-1379,0.15
CUST-7229,0.12
CUST-9143,0.15
CUST-10561,0.52
CUST-3181,0.85
CUST-9851,0.48
CUST-1600,0.39
CUST-5963,0.46
CUST-1615,0.1
CUST-5920,0.12
CUST-9591,0.23
CUST-3891,0.52
CUST-2083,0.02
CUST-4574,0.04
CUST-5594,0.21
CUST-5121,0.84
CUST-4587,0.54
CUST-4902,0.18
CUST-8252,0.34
CUST-5916,0.65
CUST-5129,0.14
CUST-8334,0.59
CUST-1918,0.38
CUST-8330,0.26
CUST-5707,0.29
CUST-5384,0.61
CUST-6336,0.19
CUST-2054,0.34
CUST-7612,0.07
CUST-9209,0.35
CUST-3963,0.08
CUST-1126,0.85
CUST-3428,0.69
CUST-4601,0.81
CUST-3721,0.58
CUST-2389,0.1
CUST-1322,0.45
CUST-1603,0.24
CUST-7224,0.77
CUST-7425,0.13
CUST-4336,0.68
CUST-5593,0.09
CUST-4411,0.45
CUST-5858,0.39
CUST-9343,0.26
CUST-3991,0.67
CUST-6079,0.46
CUST-1559,0.06
CUST-4682,0.28
CUST-7557,0.06
CUST-3772,0.16
CUST-8779,0.27
CUST-3457,0.06
CUST-8383,0.06
CUST-1354,0.15
CUST-10040,0.29
CUST-9872,0.18
CUST-1068,0.23
CUST-7917,0.18
CUST-4241,0.05
CUST-5628,0.3
CUST-4657,0.67
CUST-4238,0.19
CUST-3460,0.34
CUST-7381,0.36
CUST-5549,0.2
CUST-7075,0.49
CUST-5838,0.58
CUST-8091,0.85
CUST-5474,0.14
CUST-3614,0.04
CUST-7501,0.06
CUST-7053,0.25
CUST-7367,0.4
CUST-8019,0.52
CUST-9638,0.73
CUST-9055,0.13
CUST-10603,0.71
CUST-2319,0.91
CUST-3542,0.41
CUST-3677,0.55
CUST-9599,0.17
CUST-3091,0.02
CUST-10613,0.87
CUST-8676,0.5
CUST-4884,0.66
CUST-8079,0.07
CUST-1962,0.2
CUST-1840,0.56
CUST-7168,0.67
CUST-9898,0.06
CUST-3538,0.75
CUST-8026,0.42
CUST-4866,0.17
CUST-4174,0.02
CUST-8088,0.14
CUST-4377,0.49
CUST-6211,0.31
CUST-4766,0.21
CUST-10373,0.58
CUST-10557,0.49
CUST-6126,0.77
CUST-5210,0.08
CUST-1430,0.21
CUST-2425,0.65
CUST-8841,0.05
CUST-3833,0.65
CUST-4718,0.86
CUST-7185,0.52
CUST-1417,0.78
CUST-7199,0.17
CUST-10549,0.52
CUST-1272,0.02
CUST-3964,0.02
CUST-6367,0.37
CUST-8746,0.66
CUST-10224,0.3
CUST-9226,0.12
CUST-1982,0.1
CUST-2835,0.17
CUST-5375,0.26
CUST-10180,0.15
CUST-10440,0.06
CUST-6083,0.52
CUST-8956,0.47
CUST-10413,0.54
CUST-9798,0.44
CUST-8826,0.73
CUST-6515,0.72
CUST-1721,0.31
CUST-7050,0.88
CUST-6382,0.9
CUST-8165,0.35
CUST-5767,0.86
CUST-5809,0.14
CUST-4626,0.53
CUST-10783,0.84
CUST-2094,0.19
CUST-10860,0.67
CUST-5641,0.49
CUST-1444,0.72
CUST-1280,0.17
CUST-3110,0.97
CUST-8952,0.35
CUST-7609,0.42
CUST-5135,0.33
CUST-3016,0.66
CUST-2302,0.07
CUST-2004,0.05
CUST-4580,0.33
CUST-8704,0.7
CUST-10913,0.1
CUST-5138,0.24
CUST-4317,0.75
CUST-6558,0.09
CUST-4387,0.17
CUST-2132,0.21
CUST-4265,0.08
CUST-2057,0.67
CUST-5386,0.12
CUST-10208,0.62
CUST-2889,0.18
CUST-4472,0.33
CUST-6064,0.14
CUST-7924,0.2
CUST-7649,0.59
CUST-8381,0.09
CUST-1019,0.65
CUST-2758,0.07
CUST-8471,0.02
CUST-2948,0.68
CUST-7116,0.52
CUST-6330,0.53
CUST-1728,0.51
CUST-4176,0.75
CUST-10306,0.5
CUST-4984,0.22
CUST-6878,0.71
CUST-7248,0.52
CUST-8452,0.25
CUST-1226,0.06
CUST-7608,0.08
CUST-6827,0.36
CUST-3540,0.32
CUST-5868,0.1
CUST-2111,0.35
CUST-2691,0.73
CUST-7153,0.04
CUST-3707,0.17
CUST-10924,0.77
CUST-8511,0.67
CUST-2807,0.32
CUST-5015,0.13
CUST-1928,0.33
CUST-10318,0.38
CUST-5173,0.15
CUST-4192,0.39
CUST-1934,0.68
CUST-6901,0.4
CUST-4823,0.56
CUST-10512,0.67
CUST-1582,0.76
CUST-4694,0.27
CUST-2175,0.24
CUST-7028,0.14
CUST-4880,0.72
CUST-2228,0.34
CUST-1115,0.28
CUST-3126,0.27
CUST-3544,0.03
CUST-5048,0.6
CUST-7476,0.54
CUST-10746,0.68
CUST-6532,0.17
CUST-2272,0.6
CUST-5545,0.65
CUST-10073,0.18
CUST-1323,0.22
CUST-9405,0.18
CUST-1614,0.42
CUST-10755,0.12
CUST-3883,0.4
CUST-8641,0.19
CUST-4464,0.23
CUST-5339,0.21
CUST-8066,0.4
CUST-1649,0.56
CUST-4065,0.57
CUST-9665,0.15
CUST-3038,0.65
CUST-3320,0.05
CUST-7143,0.26
CUST-6889,0.36
CUST-5092,0.07
CUST-3720,0.02
CUST-2423,0.37
CUST-10680,0.0
CUST-5271,0.4
CUST-2373,0.07
CUST-4693,0.13
CUST-9879,0.62
CUST-8370,0.3
CUST-7319,0.1
CUST-4368,0.49
CUST-6785,0.62
CUST-7401,0.19
CUST-1139,0.06
CUST-7631,0.43
CUST-2231,0.18
CUST-2164,0.58
CUST-5217,0.58
CUST-9444,0.35
CUST-9237,0.91
CUST-4561,0.27
CUST-1570,0.5
CUST-10156,0.66
CUST-7163,0.25
CUST-2087,0.68
CUST-4667,0.5
CUST-4565,0.04
CUST-7089,0.38
CUST-6569,0.31
CUST-4783,0.83
CUST-2684,0.1
CUST-1832,0.05
CUST-8546,0.36
CUST-5065,0.48
CUST-9130,0.51
CUST-9355,0.1
CUST-4412,0.44
CUST-7207,0.45
CUST-9890,0.75
CUST-10758,0.01
CUST-6821,0.32
CUST-3781,0.17
CUST-9012,0.5
CUST-7499,0.64
CUST-3424,0.53
CUST-10059,0.2
CUST-2963,0.79
CUST-5669,0.27
CUST-8962,0.03
CUST-10321,0.04
CUST-8171,0.41
CUST-4030,0.16
CUST-8534,0.16
CUST-3651,0.38
CUST-6739,0.61
CUST-3297,0.36
CUST-4127,0.17
CUST-8043,0.32
CUST-4767,0.49
CUST-10429,0.67
CUST-3761,0.07
CUST-8617,0.55
CUST-3566,0.49
CUST-2760,0.1
CUST-10789,0.87
CUST-9382,0.9
CUST-8688,0.6
CUST-4052,0.25
CUST-6130,0.03
CUST-3244,0.51
CUST-4842,0.4
CUST-9330,0.32
CUST-5640,0.01
CUST-5780,0.23
CUST-8540,0.09
CUST-10977,0.09
CUST-2957,0.38
CUST-6752,0.43
CUST-8657,0.08
CUST-7272,0.7
CUST-4759,0.28
CUST-4862,0.32
CUST-7025,0.59
CUST-7647,0.21
CUST-7161,0.08
CUST-10066,0.88
CUST-4901,0.33
CUST-4375,0.73
CUST-6698,0.69
CUST-9805,0.77
CUST-1101,0.4
CUST-9537,0.73
CUST-7655,0.41
CUST-5235,0.73
CUST-5165,0.28
CUST-10107,0.41
CUST-2022,0.11
CUST-9885,0.46
CUST-2638,0.81
CUST-2034,0.59
CUST-2564,0.28
CUST-8665,0.19
CUST-3543,0.4
CUST-1219,0.63
CUST-9714,0.01
CUST-6711,0.79
CUST-2903,0.43
CUST-3026,0.61
CUST-2510,0.0
CUST-4201,0.01
CUST-3207,0.67
CUST-4489,0.56
CUST-2755,0.46
CUST-8889,0.04
CUST-10160,0.05
CUST-1643,0.33
CUST-9292,0.32
CUST-3518,0.1
CUST-1374,0.15
CUST-1720,0.39
CUST-3995,0.25
CUST-3688,0.75
CUST-2264,0.39
CUST-10079,0.01
CUST-2848,0.61
CUST-8687,0.42
CUST-10366,0.78
